-3.403666925770112925e+02 5.120000000000000000e+02
-2.911734905875478034e+02 5.120000000000000000e+02
-1.871830184114293161e+02 -2.607153715812365249e+02
5.120000000000000000e+02 2.513931895507238323e+01
2.351969380831219780e+02 2.673477553764920458e+02
-1.561998775944543354e+02 -5.120000000000000000e+02
2.800040844822384543e+02 -5.120000000000000000e+02
2.998576325812788923e+02 -5.120000000000000000e+02
-1.556240999509379890e+02 -2.558015043599380078e+02
3.972528149411733693e+02 4.108282051891160904e+02
3.506023202875352354e+02 5.120000000000000000e+02
3.414444505174124060e+02 4.971519712317003723e+02
-3.468890572293558989e+02 1.969952106266520104e+02
5.120000000000000000e+02 4.014348669628302559e+02
-5.120000000000000000e+02 -2.735665275284740687e+02
3.529007727153160658e+02 5.120000000000000000e+02
3.288702182277869497e+02 5.120000000000000000e+02
-4.650974542799946221e+02 -3.958264611155969988e+02
-5.120000000000000000e+02 -2.397841437695888089e+01
5.120000000000000000e+02 4.215349049805199115e+02
-3.159280124205990887e+02 5.120000000000000000e+02
-2.985207948764328876e+02 5.120000000000000000e+02
1.681289508808760615e+02 -4.396244240727684769e+02
-5.120000000000000000e+02 1.563848143050137196e+00
3.808289641283432729e+02 5.091452250443804814e+02
3.570114930105863209e+02 -9.454431142544513023e+01
4.321849614167781510e+02 -3.994281623633770550e+01
4.891476294100813220e+02 -3.208377692518028539e+02
-2.957642923304028955e+02 -2.023770035233894191e+02
5.120000000000000000e+02 5.120000000000000000e+02
-3.614357863666052708e+02 -4.312390266508820673e+02
-4.118874423417984190e+02 4.064902312859184121e+02
